professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,name_not_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,help_useful,help_not_useful,comments,word_comment,gender,race,asian,hispanic,nh_black,nh_white,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,hilarious,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,01/10/2011,NAN,ASTR150,4.5,2.0,,,,,0.0,0.0,He is one of the most enthusiastic and off the walls professors you\'ll ever meet. His grading is very fair. The exams aren\'t bad considering you can use a notes sheet. There\'s lots of Iclickers so you have to show up to class. There\'s no book used. Take this class its fun and interesting!,54.0,unknown,hispanic,0.008548441,0.7314959,0.08709476,0.17286097,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,05/28/2010,NAN,ASTR150,5.0,4.0,,,,,0.0,1.0,"""Sexy Boy"". Killer Skies was one of the best classes I\'ve taken. Looney kept me excited for class and did presentations effectively and with great humor. Highly recommend him in general. Online quizzes were tough but given multiple chances. Exams are somewhat hard so study. Never a dry moment, great guy, great topics. You\'re gonna have fun. Ciao",58.0,unknown,hispanic,0.008548441,0.7314959,0.08709476,0.17286097,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,04/25/2010,NAN,ASTRO330,5.0,2.0,,,,,0.0,1.0,"Excellent professor. Hilarious, fun, and good.",6.0,unknown,hispanic,0.008548441,0.7314959,0.08709476,0.17286097,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,01/07/2010,NAN,ASTR150,4.0,2.0,,,,,0.0,0.0,"Loved his Killer Skies class! He\'s very funny and allows you to bring in a sheet of notes for each test and even the final! Theres no textbook, but you have to use his ppt slides alot for the HW and cheat sheets. The HW is quite hard tho, even with the ppt slides given to you. But you get unlimited number of tries, and the highest score is taken",70.0,unknown,hispanic,0.008548441,0.7314959,0.08709476,0.17286097,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,10/05/2009,NAN,ASTRO150,4.0,4.0,,,,,0.0,0.0,"A kind, knowledgeable, phenomenal teacher. I would recommend any of his classes. He is hilarious, engaging, and intelligent. This class was so far from my major, and yet I enjoyed class everyday. Study, its astronomy. But Looney is fantastic.",39.0,unknown,hispanic,0.008548441,0.7314959,0.08709476,0.17286097,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,09/19/2009,NAN,ASTR150,3.0,1.0,,,,,0.0,0.0,"I hnonestly can say that Leslie Looney is the only reason I go to class (that, and the iclicker credit). I can\'t say that I\'ve actually learned anything in this class, though Looney is fairly entertaining.",36.0,unknown,hispanic,0.008548441,0.7314959,0.08709476,0.17286097,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,08/06/2008,NAN,ASTRO122,5.0,3.0,,,,,0.0,0.0,He is absolutely AMAZING! A complete riot and wonderful professor. Class is NEVER boring and something new is taught daily. Online homework is a breeze and tests aren\'t horrible. Studying is necessary for them though.,35.0,unknown,hispanic,0.008548441,0.7314959,0.08709476,0.17286097,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,04/10/2008,NAN,ASTRO122,4.5,3.0,,,,,0.0,0.0,He is AMAZING! The funnest class I have had all semester. He\'s knows his material and is always willing to help.,21.0,unknown,hispanic,0.008548441,0.7314959,0.08709476,0.17286097,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,07/12/2006,NAN,ASTR210230,5.0,2.0,,,,,0.0,0.0,"Best professor I\'ve had so far! He is informative, clear and funny. Makes you actually wanna go to class... Gotta do homework regularly and study for the test--they aren\'t bad if you do.",33.0,unknown,hispanic,0.008548441,0.7314959,0.08709476,0.17286097,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,05/01/2006,NAN,ASTRO122,4.5,1.0,,,,,0.0,0.0,"Great professor and great class! I recommend taking this course, it was a physical science and quantitive reasoning II course.",20.0,unknown,hispanic,0.008548441,0.7314959,0.08709476,0.17286097,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,12/14/2017,NAN,ENGL1010,5.0,2.0,Mandatory,Yes,Yes,,0.0,0.0,Dr. Wager is a great professor. Her expectations were clear and she really wants to help you succeed. She was always entertaining and knew what she was talking about. I took her hybrid course which i would definitely recommend.,39.0,unknown,hispanic,0.024467712000000003,0.5329541,0.052933313,0.38964492,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,12/12/2017,NAN,ENGL1010,5.0,2.0,Mandatory,Yes,Yes,A,0.0,0.0,"I LOVE Prof. Wager. She\'s hilarious and dedicated. I took this as the hybrid block and I loved it. It is fast paced, but not a ton of work. The final is only a 5 page paper, and you can revise your essays as many times as you want. She really wants you to do well and helps you as much as you can. If I could take every class with her, I would.",74.0,unknown,hispanic,0.024467712000000003,0.5329541,0.052933313,0.38964492,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,12/08/2017,NAN,ENG1010,5.0,3.0,Mandatory,Yes,Yes,A,0.0,0.0,Taken as Hybrid course. It was good taking it with this teacher. Especially in a hybrid course she only assigns stuff that is needed. Be aware if you take this in a hybrid class there will be something due EVERY time before the next class. Course work is easy if you are committed to it and turn it in on time. PEER reviews are not accepted late.,67.0,unknown,hispanic,0.024467712000000003,0.5329541,0.052933313,0.38964492,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,12/03/2017,NAN,ENGL1010,4.0,2.0,Mandatory,Yes,Yes,A-,0.0,0.0,"Good teacher, I took this as a second block class on accident. Lots of reading in the class, not super necessary for the lectures. But a fun teacher who\'s excited to share English with students, normal amount of homework assignments and a small 5 page paper due at finals. 8/10",50.0,unknown,hispanic,0.024467712000000003,0.5329541,0.052933313,0.38964492,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,02/24/2017,NAN,ENGL1010,2.0,4.0,Mandatory,,No,,0.0,1.0,"Overall she is a fine professor but there are a lot of little things like not very clear assignments,gradings are sometimes weird. Didn\'t do one peer review on time don\'t expect to get an A.",35.0,unknown,hispanic,0.024467712000000003,0.5329541,0.052933313,0.38964492,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,11/28/2016,NAN,ENGL1010,4.0,2.0,Mandatory,Yes,Yes,A,0.0,0.0,Wager is a great professor! She makes the class lively and is absolutely hilarious. I took the hybrid-block course. As long as you do the assignments on time it\'s an easy A. The only complaints I have are: a lot of the examples/ content is politically influenced (liberal) and she doesn\'t always describe assignments or what is expected of you well.,61.0,unknown,hispanic,0.024467712000000003,0.5329541,0.052933313,0.38964492,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,04/30/2016,NAN,ENGL2150,4.5,3.0,Mandatory,Yes,Yes,A,1.0,2.0,Jans does an excellent job of teaching the basics and technical aspects of cinema while putting a feminist/progressive spin on things. Great professor who cares that her class learn new perspectives from her lectures. She is a solid grader and gave great feedback whenever I asked for it. My writing skills have improved from taking this course!,57.0,unknown,hispanic,0.024467712000000003,0.5329541,0.052933313,0.38964492,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,01/03/2016,NAN,ENG1010,5.0,2.0,Mandatory,Yes,,A,3.0,0.0,"Really enjoyed her class. Took it as a hybrid block class so it was very fast paced and all the assignments were submitted online. She was very clear about how she wanted you to write and was very willing to help. I would take her again, I was very impressed with her teaching style.",54.0,unknown,hispanic,0.024467712000000003,0.5329541,0.052933313,0.38964492,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,04/29/2015,NAN,CINEENGL2150,5.0,4.0,,Yes,,,1.0,0.0,"Jans is GREAT! She is a fantastic teacher and her class was both interesting and lively. She does expect you to read a lot out of the book, and other sources as well. She is a very lively teacher and you can tell she loves the subject she teaches!",49.0,unknown,hispanic,0.024467712000000003,0.5329541,0.052933313,0.38964492,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,12/11/2014,NAN,ENG1010,5.0,2.0,,Yes,Yes,B+,1.0,0.0,She\'s one of my favorite teachers I\'ve taken. I actually took her last semester but I liked her enough that I thought everyone should still know SHE\'S AWESOME. She is clear on the work and you go over it in class. I would\'ve taken her for 2010 as well if she offered it..,53.0,unknown,hispanic,0.024467697000000004,0.53295404,0.052933343,0.38964483,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,01/08/2014,NAN,ENGL1010,4.0,3.0,Mandatory,,,A,3.0,0.0,"I found Professor Wager very helpful. She does have a specific way she wants you to write, but does make it clear after the first few assignments. She helped me with brevity, but wanted me to change my writing style to match the way she liked it. She was a decent professor, and is very willing to help.",58.0,unknown,hispanic,0.024467697000000004,0.53295404,0.052933343,0.38964483,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,08/29/2012,NAN,COMM2150,3.5,4.0,,,,,0.0,1.0,I took into to cinema studies from her and loved it. Great teacher which allot of film experience. She will work with you to sharpen your writing skills. One of my favorite professors here on campus! Just be prepared to think outside the box about movies.,46.0,unknown,hispanic,0.024467712000000003,0.5329541,0.052933313,0.38964492,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,08/23/2010,NAN,ENG202,4.0,5.0,,,,,2.0,0.0,"Trouble is, if you have different opinions on the topics you talk about then she won\'t like you. As long as you stick to what she lays out you should be good. She wants very badly to have students she molds, if she can\'t mold you she\'ll throw you away.",50.0,unknown,hispanic,0.024467712000000003,0.5329541,0.052933313,0.38964492,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,04/25/2010,NAN,ENGL2150,4.5,4.0,,,,,0.0,0.0,"Jans is wonderful. Her teaching methods are some of the best that I have experienced. There is a good deal of time involved in the course, but if you like film criticism you won\'t mind. Though the subject ended up not being my cup of tea, I still enjoyed going to class and doing the assignments.",56.0,unknown,hispanic,0.024467712000000003,0.5329541,0.052933313,0.38964492,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,06/03/2008,NAN,ENG1010,5.0,4.0,,,,,2.0,0.0,"Jans is an excellent teacher! Just awesome. She is definitely organized. She wants class discussion, and that makes the class fun! You can correct your papers at the end of the semester in your portfolio to have a better grade. She is friendly and sincerly cares about student success. WORD OF CAUTION, MANDATORY ATTENDANCE AND DON\'T EVER BE LATE.",59.0,unknown,hispanic,0.024467712000000003,0.5329541,0.052933313,0.38964492,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,04/29/2008,NAN,ENG44,4.0,3.0,,,,,0.0,0.0,I loved this class! Jans is very flexible and open-minded. She just wants to help students learn. Take her class!!,20.0,unknown,hispanic,0.024467712000000003,0.5329541,0.052933313,0.38964492,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,04/19/2008,NAN,ENGL1010,5.0,2.0,,,,,1.0,0.0,"Jan is an amazing Professor, and I highly recommend taking her for English. Grades are easy to improve, as you can edit your writing assignments as much as you want to get a better grade.",35.0,unknown,hispanic,0.024467712000000003,0.5329541,0.052933313,0.38964492,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,11/09/2007,NAN,ENGL1010,5.0,3.0,,,,,0.0,0.0,"She was an excellent teacher! Very organized. She encouraged class discussion, which made the class fun! Had several papers to do which helped you to improve writing skills. Could correct papers to have a better grade. She is also friendly and genuinely interested in student success. Awesome all around!",49.0,unknown,hispanic,0.024467712000000003,0.5329541,0.052933313,0.38964492,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
